Algoritmo,File name,Timestamp,Tempo de Processamento (s),Pacotes,Depenências,Peso da mochila,Benefício mochila
RANDOM,instância_original.knapsack.txt,2025-09-21 10:06:08,0.00144,18,74,12169,3706
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 15:58:40,0.00060,17,71,12174,3695
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-09-21 01:26:27,0.00075,12,66,12165,3664RANDOM,instância_original.knapsack.txt,2025-10-02 16:29:49,0.00067,17,74,12163,5508
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:29:49,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit,instância_original.knapsack.txt,2025-10-02 16:29:49,0.00059,25,77,12105,9515
GREEDY -> Package: Size,instância_original.knapsack.txt,2025-10-02 16:29:49,0.00062,29,81,12171,8668
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-02 16:29:49,0.00065,31,78,12162,10443
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:29:49,0.00060,18,75,12170,4388
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:29:49,0.00062,27,81,12177,7858
VND,instância_original.knapsack.txt,2025-10-02 16:29:49,0.24834,31,78,12162,10443
VNS,instância_original.knapsack.txt,2025-10-02 16:29:49,11.48554,29,79,12091,10908
RANDOM,instância_original.knapsack.txt,2025-10-02 16:34:09,0.00069,20,76,12177,5416
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-02 16:34:09,0.00058,17,69,12154,5455
GREEDY -> Package: Benefit,instância_original.knapsack.txt,2025-10-02 16:34:09,0.00061,25,77,12105,9515
GREEDY -> Package: Size,instância_original.knapsack.txt,2025-10-02 16:34:09,0.00062,29,81,12171,8668
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-02 16:34:09,0.00064,25,78,12165,9043
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-02 16:34:09,0.00063,22,72,12179,6115
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-02 16:34:09,0.00062,28,81,12054,8471
VND,instância_original.knapsack.txt,2025-10-02 16:34:09,0.19601,25,77,12105,9515
VNS,instância_original.knapsack.txt,2025-10-02 16:34:09,11.97769,24,77,12174,9935
RANDOM | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00076,24,79,12164,7362
GREEDY -> Package: Benefit Ratio | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00057,17,69,12154,5455
GREEDY -> Package: Benefit | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00067,25,77,12105,9515
GREEDY -> Package: Size | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00061,29,81,12171,8668
RANDOM_GREEDY (Package: Benefit) | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00066,26,79,12156,9319
RANDOM_GREEDY (Package: Benefit Ratio) | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00071,20,76,12171,5703
RANDOM_GREEDY (Package: Size) | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.00065,24,78,12153,7118
VND | None,instância_original.knapsack.txt,2025-10-03 00:29:23,0.18861,25,77,12105,9515
VNS | First Improvement,instância_original.knapsack.txt,2025-10-03 00:29:23,4.00261,25,77,12105,9515
VNS | Best Improvement,instância_original.knapsack.txt,2025-10-03 00:29:23,3.55173,25,77,12105,9515
VNS | Random Improvement,instância_original.knapsack.txt,2025-10-03 00:29:23,3.60395,24,77,12174,9935
RANDOM,instância_original.knapsack.txt,2025-10-03 00:51:50,0.00085,24,79,12179,7361
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-03 00:51:50,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit,instância_original.knapsack.txt,2025-10-03 00:51:50,0.00062,25,77,12105,9515
GREEDY -> Package: Size,instância_original.knapsack.txt,2025-10-03 00:51:50,0.00059,29,81,12171,8668
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-03 00:51:50,0.00061,26,79,12146,9621
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-03 00:51:50,0.00056,14,71,12133,4435
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-03 00:51:50,0.00059,25,81,12112,7595
VND,instância_original.knapsack.txt,2025-10-03 00:51:50,1.89045,26,78,12174,10299
VNS | First Improvement,instância_original.knapsack.txt,2025-10-03 00:51:50,4.37286,25,78,12174,10168
VNS | Best Improvement,instância_original.knapsack.txt,2025-10-03 00:51:50,3.00252,25,78,12174,10168
VNS | Random Improvement,instância_original.knapsack.txt,2025-10-03 00:51:50,3.27461,25,79,12157,10056
RANDOM,instância_original.knapsack.txt,2025-10-03 00:52:50,0.00068,22,76,12162,5747
GREEDY -> Package: Benefit Ratio,instância_original.knapsack.txt,2025-10-03 00:52:50,0.00056,17,69,12154,5455
GREEDY -> Package: Benefit,instância_original.knapsack.txt,2025-10-03 00:52:50,0.00066,25,77,12105,9515
GREEDY -> Package: Size,instância_original.knapsack.txt,2025-10-03 00:52:50,0.00077,29,81,12171,8668
RANDOM_GREEDY (Package: Benefit),instância_original.knapsack.txt,2025-10-03 00:52:50,0.00061,25,76,12171,10027
RANDOM_GREEDY (Package: Benefit Ratio),instância_original.knapsack.txt,2025-10-03 00:52:50,0.00061,22,75,12149,6700
RANDOM_GREEDY (Package: Size),instância_original.knapsack.txt,2025-10-03 00:52:50,0.00061,29,78,12148,8151
VND,instância_original.knapsack.txt,2025-10-03 00:52:50,0.94316,25,76,12147,10445
VNS | First Improvement,instância_original.knapsack.txt,2025-10-03 00:52:50,3.14335,23,76,12147,10118
VNS | Best Improvement,instância_original.knapsack.txt,2025-10-03 00:52:50,3.30078,24,77,12155,10105
VNS | Random Improvement,instância_original.knapsack.txt,2025-10-03 00:52:50,4.21596,24,76,12147,10295
