Algoritmo,File name,Timestamp,Tempo de Processamento (s),Pacotes,Depenências,Peso da mochila,Benefício mochila
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:56:16,5.00244,33,81,12145,11454
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:15,5.00134,33,81,12145,11454
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:25,5.00071,33,81,12145,11454
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:58,5.00258,33,81,12145,11454
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:25,5.00247,33,81,12090,11340
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:01:06,5.00029,33,81,12090,11340
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:55:01,5.00194,32,81,12156,11239
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:55,5.00449,32,81,12156,11239
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:54,5.00862,32,81,12156,11239
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:00:28,5.00395,32,81,12156,11239
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00142,29,80,12306,9893
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00374,29,80,12306,9893
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00176,29,80,12306,9893
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00673,29,80,12306,9893
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00109,29,80,12306,9893
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00296,29,80,12306,9893
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00144,29,80,12306,9893
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00846,29,80,12306,9893
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00094,26,83,13173,9537
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00167,26,83,13173,9537
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00119,26,83,13173,9537
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00386,26,83,13173,9537
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00106,30,84,12876,9087
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00475,30,84,12876,9087
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00151,30,84,12876,9087
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.01177,30,84,12876,9087
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00198,23,80,12483,9080
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00147,23,80,12483,9080
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00141,22,79,12153,9014
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00109,22,79,12153,9014
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00160,24,78,12111,8572
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00114,24,78,12111,8572
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00160,22,79,12269,8406
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00128,22,79,12269,8406
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00142,21,81,12465,8116
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00109,21,81,12465,8116
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00148,20,78,12189,8090
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00111,20,78,12189,8090
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00097,17,76,12383,8038
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00134,17,77,12603,7833
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00095,17,76,12605,7740
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00068,16,75,11975,7725
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00113,17,76,12135,7709
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00100,17,75,12118,7700
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00105,17,76,12595,7694
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00101,17,75,12185,7475
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:56:16,0.00090,16,75,11621,7446
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:59:54,0.00086,16,75,11621,7446
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:15,0.00068,15,73,11800,7296
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00063,15,73,11800,7296
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00084,15,75,12019,7262
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00105,15,72,11535,7207
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00148,18,76,12053,7008
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00314,16,71,11273,6981
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.01357,14,72,11511,6855
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.00416,14,72,11511,6855
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.01977,14,72,11511,6855
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00465,14,72,11511,6855
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.01059,14,73,12025,6813
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00751,14,74,11903,6809
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.00241,14,73,11893,6671
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.00209,14,73,11893,6671
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00371,15,75,12106,6624
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00123,24,83,12842,6505
RANDOM,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00452,18,76,11903,6492
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.00639,13,70,11415,6409
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00228,13,70,11415,6409
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00138,24,81,12435,6381
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00117,23,82,12575,6374
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00211,16,74,12167,6280
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03465,18,78,12458,6245
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.01153,18,78,12458,6245
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 18:00:28,0.02918,18,78,12458,6245
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.00937,18,78,12458,6245
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03492,17,74,12108,6238
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 18:00:28,0.03044,17,74,12108,6238
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00121,23,83,13047,6236
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03739,18,79,13107,6143
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.03355,18,79,13107,6143
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03248,17,74,12032,6078
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.02931,17,74,12032,6078
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00531,15,81,13195,5996
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00263,12,69,11342,5959
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00188,12,69,11342,5959
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00556,12,69,11342,5959
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.01005,12,69,11342,5959
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00112,22,83,12842,5959
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:59:25,0.00111,22,81,12405,5956
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03883,15,75,12713,5658
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 18:00:28,0.03247,15,75,12713,5658
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.03834,15,74,12287,5633
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.03418,15,74,12287,5633
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:55:01,0.02946,15,77,12548,5575
RANDOM,instancia_original.knapsack.txt,2025-10-12 18:00:28,0.02790,15,77,12548,5575
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00235,17,78,12139,5402
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00321,19,78,12159,5390
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00134,17,78,13117,5233
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00475,17,77,12464,5218
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00136,12,75,12230,5000
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00150,15,73,12037,4944
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00126,14,83,13131,4922
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00129,17,77,12411,4824
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00616,17,80,12948,4578
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00143,15,78,12238,4476
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00157,17,77,12532,4052
RANDOM,instancia_original.knapsack.txt,2025-10-12 17:58:58,0.00147,12,76,12370,3687
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00445,10,71,11455,3604
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 18:01:06,0.00478,15,75,12367,3146
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00281,9,68,12263,2904
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00234,15,75,12278,2464
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00143,9,70,12052,2214
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00142,9,69,12346,2164
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00135,14,74,12523,1936
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00239,8,72,12634,1882
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00134,13,71,11978,1682
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00220,13,76,12991,1568
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00129,14,79,12679,1538
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00234,14,74,12789,1421
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 17:57:55,0.00228,12,75,12606,1247
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 17:58:25,0.00135,11,74,12270,1054RANDOM,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00326,19,80,12550,6648
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00540,16,74,11945,3917
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00366,16,76,11958,3779
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00572,13,81,13001,4737
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00543,18,71,11650,5401
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00473,18,80,12443,4267
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00600,15,78,12503,5460
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00078,16,71,11019,7643
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00622,19,80,12550,6648
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00149,19,80,12550,6648
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:17:49,0.00694,14,73,11713,6804
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:17:49,5.00149,32,81,12170,11346
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00442,16,79,12410,6030
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00348,15,73,12426,2872
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00383,20,81,12587,6060
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00482,12,71,12042,4332
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00539,15,78,12189,3525
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00372,19,80,12632,4436
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00348,15,78,12689,5639
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00154,16,76,12134,7644
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00533,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.00173,20,81,12587,6060
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:19:14,0.01091,14,72,11511,6855
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:19:14,5.00244,33,81,12145,11454
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00401,16,77,12738,6278
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00594,17,79,12403,4810
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00540,18,81,12997,4828
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00549,15,76,12509,5904
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00441,15,73,12272,4736
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00467,21,80,12829,6591
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00529,15,82,12952,6141
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00074,16,74,12069,7720
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00265,15,73,11800,7296
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.00192,21,80,12829,6591
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:01,0.01039,14,76,12110,6842
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:01,5.00320,34,81,12111,11373
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00433,18,73,11568,6688
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00369,15,77,12684,3717
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00398,19,78,12276,4651
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00596,12,76,12571,5226
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00475,17,75,12405,4838
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00326,16,79,12859,4045
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00394,16,79,12501,6436
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00096,16,74,11996,7633
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00260,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00178,18,76,12042,7960
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:14,0.00938,18,73,11568,6688
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:14,5.00276,33,81,12145,11454
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00380,15,78,12479,5613
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00479,18,80,12175,4711
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00331,20,79,12258,5027
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00519,14,76,12148,5401
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00538,16,76,11922,4801
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00564,17,74,12224,4887
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00377,15,78,12716,5437
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00054,15,73,11800,7296
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00183,13,70,11415,6409
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00387,14,75,12024,6069
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:24,0.00768,14,74,12014,6846
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:24,5.00356,33,81,12145,11454
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00487,16,78,12526,6465
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00389,19,80,12424,6136
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00599,20,80,12232,5607
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00447,15,80,13061,5978
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00461,18,77,12095,4102
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00479,17,78,12193,4604
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00470,14,78,12644,5562
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00048,15,73,11800,7296
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00192,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00105,16,78,12526,6465
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:32,0.00632,14,72,11756,6850
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:22:32,5.00228,33,81,12145,11454
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00647,15,78,12184,5901
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00425,19,77,12341,6030
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00436,20,78,12357,5813
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00498,16,76,12286,6798
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00556,18,80,12286,4976
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00428,19,78,11935,5223
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00411,17,82,12799,6320
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00053,15,73,11800,7296
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00311,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00152,16,76,12286,6798
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:24:37,0.00890,15,75,11975,7275
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:24:37,5.00110,33,81,12090,11340
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00299,18,79,12665,6187
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00461,15,76,12410,4652
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00565,21,82,12946,5341
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00431,12,76,12253,4552
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00431,18,73,11744,5911
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00396,16,76,12552,5124
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00624,18,81,12544,6683
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00087,16,73,11579,7653
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00537,18,81,12544,6683
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.00142,18,79,11884,6869
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:26:47,0.01208,14,72,11508,6813
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:26:47,5.00416,33,81,12145,11454
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00491,20,80,12219,7323
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00473,17,79,12578,4423
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00415,20,81,12594,5948
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00369,17,76,12589,6460
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00431,17,77,12330,5076
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00449,18,76,12824,5339
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00571,14,78,12873,5942
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00107,17,75,12012,8074
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00552,20,80,12219,7323
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00357,18,79,12129,7896
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:38,0.00939,20,80,12219,7323
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:38,5.00062,32,81,12156,11239
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00424,16,81,12847,6096
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00447,15,76,12334,4248
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00511,19,80,12723,5008
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00438,13,75,12132,5511
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00545,20,78,12356,6619
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00422,18,82,12888,4695
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00315,15,77,12688,5616
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00110,17,75,12012,8074
VNS | First Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00600,14,72,11511,6855
VNS | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00498,17,76,11850,7723
VNS | Random Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:59,0.00982,14,73,11800,6835
GRASP | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:29:59,5.00231,33,81,12090,11340
RANDOM,instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00954,20,79,12205,7301
GREEDY -> Package: Benefit Ratio,instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00534,21,81,12465,6132
GREEDY -> Package: Benefit,instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00585,19,79,12946,4815
GREEDY -> Package: Size,instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00519,15,75,12375,6332
RANDOM_GREEDY (Package: Benefit),instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00355,19,75,11886,6134
RANDOM_GREEDY (Package: Benefit Ratio),instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00809,19,81,12449,6633
RANDOM_GREEDY (Package: Size),instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00565,14,81,12682,5277
VND | Best Improvement,instancia_original.knapsack.txt,2025-10-12 21:30:52,0.00149,15,76,12096,7218
